country,food_category,consumption,co2_emmission,continent
Congo,Fish,26.22,41.86,Africa
Congo,Eggs,0.6,0.55,Africa
Congo,Milk - inc. cheese,10.69,15.23,Africa
Congo,Wheat and Wheat Products,40.07,7.64,Africa
Congo,Rice,16.51,21.130000000000006,Africa
Congo,Soybeans,0.0,0.0,Africa
Congo,Nuts inc. Peanut Butter,3.08,5.45,Africa
Zambia,Pork,1.66,5.88,Africa
Zambia,Poultry,3.29,3.53,Africa
Zambia,Beef,4.76,146.88000000000005,Africa
Zambia,Lamb & Goat,0.6799999999999999,23.81,Africa
Zambia,Fish,6.2,9.9,Africa
Zambia,Eggs,3.32,3.05,Africa
Zambia,Milk - inc. cheese,9.71,13.83,Africa
Zambia,Wheat and Wheat Products,12.1,2.31,Africa
Zambia,Rice,3.05,3.9,Africa
Zambia,Soybeans,7.3,3.29,Africa
Zambia,Nuts inc. Peanut Butter,5.04,8.92,Africa
Cameroon,Pork,1.47,5.2,Africa
Cameroon,Poultry,3.29,3.53,Africa
Cameroon,Beef,4.17,128.68,Africa
Cameroon,Lamb & Goat,1.4,49.03,Africa
Cameroon,Fish,14.71,23.49,Africa
Cameroon,Eggs,0.4,0.37,Africa
Cameroon,Milk - inc. cheese,15.27,21.75,Africa
Cameroon,Wheat and Wheat Products,22.6,4.31,Africa
Cameroon,Rice,23.85,30.52,Africa
Cameroon,Soybeans,0.64,0.29000000000000004,Africa
Cameroon,Nuts inc. Peanut Butter,9.29,16.439999999999998,Africa
Madagascar,Pork,2.56,9.06,Africa
Madagascar,Poultry,3.14,3.37,Africa
Madagascar,Beef,7.51,231.74,Africa
Madagascar,Lamb & Goat,0.5700000000000001,19.96,Africa
Madagascar,Fish,4.41,7.04,Africa
Madagascar,Eggs,0.71,0.65,Africa
Madagascar,Milk - inc. cheese,24.84,35.37999999999999,Africa
Madagascar,Wheat and Wheat Products,9.01,1.72,Africa
Madagascar,Rice,102.53,131.20999999999998,Africa
Madagascar,Soybeans,0.0,0.0,Africa
Madagascar,Nuts inc. Peanut Butter,0.35,0.62,Africa
Malawi,Pork,5.45,19.29,Africa
Malawi,Poultry,1.38,1.48,Africa
Malawi,Beef,2.35,72.52,Africa
Malawi,Lamb & Goat,2.07,72.49000000000002,Africa
Malawi,Fish,7.33,11.7,Africa
Malawi,Eggs,1.08,0.99,Africa
Malawi,Milk - inc. cheese,7.98,11.37,Africa
Malawi,Wheat and Wheat Products,11.77,2.24,Africa
Malawi,Rice,4.75,6.08,Africa
Malawi,Soybeans,1.76,0.7899999999999999,Africa
Malawi,Nuts inc. Peanut Butter,5.08,8.99,Africa
Guinea,Pork,0.16,0.5700000000000001,Africa
Guinea,Poultry,1.83,1.97,Africa
Guinea,Beef,6.26,193.17,Africa
Guinea,Lamb & Goat,1.6,56.03,Africa
Guinea,Fish,9.18,14.66,Africa
Guinea,Eggs,1.95,1.79,Africa
Guinea,Milk - inc. cheese,20.62,29.37,Africa
Guinea,Wheat and Wheat Products,18.55,3.54,Africa
Guinea,Rice,97.12,124.28,Africa
Guinea,Soybeans,0.0,0.0,Africa
Guinea,Nuts inc. Peanut Butter,4.14,7.33,Africa
Nigeria,Pork,1.47,5.2,Africa
Nigeria,Poultry,1.73,1.86,Africa
Nigeria,Beef,2.33,71.9,Africa
Nigeria,Lamb & Goat,2.72,95.25,Africa
Nigeria,Fish,16.03,25.59,Africa
Nigeria,Eggs,3.46,3.18,Africa
Nigeria,Milk - inc. cheese,7.91,11.27,Africa
Nigeria,Wheat and Wheat Products,20.82,3.97,Africa
Nigeria,Rice,28.23,36.13,Africa
Nigeria,Soybeans,2.6,1.1700000000000002,Africa
Nigeria,Nuts inc. Peanut Butter,6.9300000000000015,12.27,Africa
Rwanda,Pork,0.76,2.69,Africa
Rwanda,Poultry,1.34,1.44,Africa
Rwanda,Beef,2.53,78.07,Africa
Rwanda,Lamb & Goat,1.93,67.59,Africa
Rwanda,Fish,3.88,6.2,Africa
Rwanda,Eggs,0.16,0.15000000000000002,Africa
Rwanda,Milk - inc. cheese,7.23,10.3,Africa
Rwanda,Wheat and Wheat Products,11.34,2.16,Africa
Rwanda,Rice,8.7,11.13,Africa
Rwanda,Soybeans,1.93,0.8700000000000001,Africa
Rwanda,Nuts inc. Peanut Butter,0.58,1.03,Africa
Philippines,Pork,18.4,65.13,Asia
Philippines,Poultry,11.91,12.79,Asia
Philippines,Beef,4.06,125.28,Asia
Philippines,Lamb & Goat,0.56,19.610000000000007,Asia
Philippines,Fish,28.51,45.52,Asia
Philippines,Eggs,4.02,3.69,Asia
Philippines,Milk - inc. cheese,15.66,22.31,Asia
Philippines,Wheat and Wheat Products,23.12,4.41,Asia
Philippines,Rice,119.44,152.85000000000005,Asia
Philippines,Soybeans,0.03,0.01,Asia
Philippines,Nuts inc. Peanut Butter,2.08,3.68,Asia
Ghana,Pork,1.36,4.81,Africa
Ghana,Poultry,8.629999999999999,9.27,Africa
Ghana,Beef,1.09,33.64,Africa
Ghana,Lamb & Goat,1.74,60.93,Africa
Ghana,Fish,26.05,41.59,Africa
Ghana,Eggs,1.21,1.11,Africa
Ghana,Milk - inc. cheese,9.08,12.93,Africa
Ghana,Wheat and Wheat Products,14.45,2.76,Africa
Ghana,Rice,32.03,40.99,Africa
Ghana,Soybeans,0.01,0.0,Africa
Ghana,Nuts inc. Peanut Butter,5.56,9.84,Africa
Togo,Pork,1.57,5.56,Africa
Togo,Poultry,6.63,7.119999999999999,Africa
Togo,Beef,1.53,47.21,Africa
Togo,Lamb & Goat,1.58,55.33,Africa
Togo,Fish,11.69,18.67,Africa
Togo,Eggs,0.8600000000000001,0.7899999999999999,Africa
Togo,Milk - inc. cheese,7.96,11.34,Africa
Togo,Wheat and Wheat Products,12.91,2.46,Africa
Togo,Rice,25.99,33.260000000000005,Africa
Togo,Soybeans,0.01,0.0,Africa
Togo,Nuts inc. Peanut Butter,3.59,6.35,Africa
Gambia,Pork,0.18,0.64,Africa
Gambia,Poultry,2.66,2.86,Africa
Gambia,Beef,2.16,66.64999999999999,Africa
Gambia,Lamb & Goat,0.71,24.86,Africa
Gambia,Fish,23.130000000000006,36.93,Africa
Gambia,Eggs,0.99,0.91,Africa
Gambia,Milk - inc. cheese,45.71,65.11,Africa
Gambia,Wheat and Wheat Products,37.91,7.23,Africa
Gambia,Rice,61.84,79.14,Africa
Gambia,Soybeans,0.0,0.0,Africa
Gambia,Nuts inc. Peanut Butter,5.2700000000000005,9.33,Africa
India,Pork,0.28,0.99,Asia
India,Poultry,1.88,2.02,Asia
India,Beef,0.81,24.99,Asia
India,Lamb & Goat,0.58,20.31,Asia
India,Fish,4.71,7.52,Asia
India,Eggs,2.58,2.37,Asia
India,Milk - inc. cheese,84.5,120.36,Asia
India,Wheat and Wheat Products,60.56,11.55,Asia
India,Rice,69.49000000000001,88.93,Asia
India,Soybeans,0.39,0.18,Asia
India,Nuts inc. Peanut Butter,1.92,3.4,Asia
Thailand,Pork,13.0,46.01,Asia
Thailand,Poultry,13.69,14.71,Asia
Thailand,Beef,2.56,79.0,Asia
Thailand,Lamb & Goat,0.05,1.75,Asia
Thailand,Fish,19.45,31.06,Asia
Thailand,Eggs,12.35,11.34,Asia
Thailand,Milk - inc. cheese,29.35,41.81,Asia
Thailand,Wheat and Wheat Products,10.93,2.08,Asia
Thailand,Rice,114.57,146.62,Asia
Thailand,Soybeans,2.13,0.96,Asia
Thailand,Nuts inc. Peanut Butter,1.5,2.66,Asia
Mozambique,Pork,5.13,18.16,Africa
Mozambique,Poultry,1.41,1.51,Africa
Mozambique,Beef,1.04,32.09,Africa
Mozambique,Lamb & Goat,0.9,31.52,Africa
Mozambique,Fish,7.74,12.36,Africa
Mozambique,Eggs,1.7,1.56,Africa
Mozambique,Milk - inc. cheese,4.79,6.8199999999999985,Africa
Mozambique,Wheat and Wheat Products,14.65,2.79,Africa
Mozambique,Rice,23.41,29.96,Africa
Mozambique,Soybeans,0.03,0.01,Africa
Mozambique,Nuts inc. Peanut Butter,2.61,4.619999999999999,Africa
Cambodia,Pork,6.52,23.08,Asia
Cambodia,Poultry,1.84,1.98,Asia
Cambodia,Beef,4.85,149.66,Asia
Cambodia,Lamb & Goat,0.0,0.0,Asia
Cambodia,Fish,39.59,63.21,Asia
Cambodia,Eggs,1.37,1.26,Asia
Cambodia,Milk - inc. cheese,3.47,4.94,Asia
Cambodia,Wheat and Wheat Products,2.74,0.52,Asia
Cambodia,Rice,159.1,203.6,Asia
Cambodia,Soybeans,4.33,1.95,Asia
Cambodia,Nuts inc. Peanut Butter,1.25,2.21,Asia
Sierra Leone,Pork,1.22,4.3199999999999985,Africa
Sierra Leone,Poultry,4.9700000000000015,5.34,Africa
Sierra Leone,Beef,1.99,61.41,Africa
Sierra Leone,Lamb & Goat,0.65,22.76,Africa
Sierra Leone,Fish,32.03,51.14,Africa
Sierra Leone,Eggs,1.92,1.76,Africa
Sierra Leone,Milk - inc. cheese,7.0,9.97,Africa
Sierra Leone,Wheat and Wheat Products,8.719999999999999,1.66,Africa
Sierra Leone,Rice,103.3,132.19,Africa
Sierra Leone,Soybeans,0.0,0.0,Africa
Sierra Leone,Nuts inc. Peanut Butter,5.57,9.86,Africa
Sri Lanka,Pork,0.05,0.18,Asia
Sri Lanka,Poultry,4.96,5.33,Asia
Sri Lanka,Beef,1.38,42.58,Asia
Sri Lanka,Lamb & Goat,0.09,3.15,Asia
Sri Lanka,Fish,24.92,39.790000000000006,Asia
Sri Lanka,Eggs,4.57,4.2,Asia
Sri Lanka,Milk - inc. cheese,34.98,49.83,Asia
Sri Lanka,Wheat and Wheat Products,37.01,7.06,Asia
Sri Lanka,Rice,109.72,140.41,Asia
Sri Lanka,Soybeans,0.0,0.0,Asia
Sri Lanka,Nuts inc. Peanut Butter,1.09,1.93,Asia
Indonesia,Pork,2.98,10.55,Asia
Indonesia,Poultry,7.5,8.06,Asia
Indonesia,Beef,2.59,79.92,Asia
Indonesia,Lamb & Goat,0.46,16.110000000000007,Asia
Indonesia,Fish,25.65,40.95,Asia
Indonesia,Eggs,4.88,4.48,Asia
Indonesia,Milk - inc. cheese,14.82,21.110000000000007,Asia
Indonesia,Wheat and Wheat Products,25.45,4.85,Asia
Indonesia,Rice,134.62,172.26999999999995,Asia
Indonesia,Soybeans,1.12,0.5,Asia
Indonesia,Nuts inc. Peanut Butter,4.92,8.709999999999999,Asia
Liberia,Pork,4.01,14.19,Africa
Liberia,Poultry,8.91,9.57,Africa
Liberia,Beef,0.7799999999999999,24.07,Africa
Liberia,Lamb & Goat,0.48,16.810000000000002,Africa
Liberia,Fish,4.13,6.59,Africa
Liberia,Eggs,2.05,1.88,Africa
Liberia,Milk - inc. cheese,3.04,4.33,Africa
Liberia,Wheat and Wheat Products,10.95,2.09,Africa
Liberia,Rice,94.75,121.25,Africa
Liberia,Soybeans,0.63,0.28,Africa
Liberia,Nuts inc. Peanut Butter,1.31,2.32,Africa
Bangladesh,Pork,0.0,0.0,Asia
Bangladesh,Poultry,1.4,1.5,Asia
Bangladesh,Beef,1.28,39.5,Asia
Bangladesh,Lamb & Goat,1.33,46.58,Asia
Bangladesh,Fish,18.07,28.85,Asia
Bangladesh,Eggs,2.08,1.91,Asia
Bangladesh,Milk - inc. cheese,21.91,31.21,Asia
Bangladesh,Wheat and Wheat Products,17.47,3.33,Asia
Bangladesh,Rice,171.73,219.76,Asia
Bangladesh,Soybeans,0.61,0.27,Asia
Bangladesh,Nuts inc. Peanut Butter,0.72,1.27,Asia
